,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
24869,A696481,2015-02-09,Transfer,Dog,Spayed Female,Blackish,150
24870,A682286,2014-07-12,Adoption,Cat,Spayed Female,Other,60
24871,A711958,2015-09-19,Adoption,Cat,Neutered Male,Whitish,150
24872,A668742,2013-12-29,Adoption,Dog,Spayed Female,Whitish,60
24873,A718140,2015-12-28,Adoption,Dog,Spayed Female,Blackish,365
24874,A670198,2014-04-16,Return_to_owner,Dog,Spayed Female,Blueish,730
24875,A668160,2013-11-28,Transfer,Cat,Intact Male,Blackish,21
24876,A689439,2014-10-10,Transfer,Dog,Intact Female,Blueish,730
24877,A718556,2016-01-10,Adoption,Dog,Neutered Male,Brownish,365
24878,A671425,2015-11-19,Adoption,Dog,Spayed Female,Other,1825
24879,A713589,2015-10-10,Transfer,Cat,Intact Female,Blackish,150
24880,A687657,2014-09-09,Transfer,Dog,Intact Female,Other,60
24881,A684719,2014-08-14,Transfer,Dog,Spayed Female,Blackish,1460
24882,A670683,2014-01-19,Transfer,Cat,Spayed Female,Blackish,730
24883,A686773,2014-08-28,Return_to_owner,Dog,Neutered Male,Blackish,240
24884,A692060,2014-11-13,Euthanasia,Cat,Intact Female,Blackish,30
24885,A691335,2015-03-10,Adoption,Dog,Neutered Male,Other,1095
24886,A711584,2015-10-18,Adoption,Cat,Intact Male,Blackish,60
24887,A649241,2013-11-21,Return_to_owner,Dog,Neutered Male,Whitish,365
24888,A688309,2014-10-01,Euthanasia,Dog,Intact Female,Other,730
24889,A675275,2014-04-10,Transfer,Dog,Neutered Male,Brownish,730
24890,A667409,2014-10-04,Return_to_owner,Cat,Neutered Male,Blackish,365
24891,A691796,2014-11-13,Transfer,Dog,Neutered Male,Other,1825
24892,A689855,2014-11-29,Adoption,Cat,Spayed Female,Blueish,60
24893,A713430,2015-10-24,Euthanasia,Dog,Intact Male,Blackish,730
24894,A682829,2014-08-28,Adoption,Cat,Spayed Female,Blueish,330
24895,A712792,2015-11-30,Adoption,Cat,Neutered Male,Orangeish,90
24896,A712173,2015-10-01,Transfer,Cat,Intact Male,Blackish,30
24897,A694389,2014-12-27,Return_to_owner,Dog,Intact Male,Other,365
24898,A712126,2015-10-18,Adoption,Cat,Neutered Male,Orangeish,90
24899,A711546,2015-09-13,Transfer,Dog,Intact Female,Brownish,730
24900,A711967,2015-09-14,Euthanasia,Cat,Neutered Male,Whitish,3285
24901,A670994,2014-02-03,Transfer,Cat,Spayed Female,Blackish,210
24902,A677407,2014-05-25,Adoption,Cat,Neutered Male,Orangeish,60
24903,A658920,2015-10-27,Return_to_owner,Dog,Neutered Male,Whitish,2920
24904,A667406,2013-12-15,Adoption,Cat,Neutered Male,Blueish,60
24905,A668487,2013-12-09,Return_to_owner,Dog,Neutered Male,Other,365
24906,A674321,2014-06-08,Return_to_owner,Dog,Neutered Male,Brownish,730
24907,A705000,2015-06-24,Transfer,Cat,Neutered Male,Blueish,1095
24908,A717217,2015-12-12,Return_to_owner,Dog,Intact Female,Other,3650
24909,A696097,2015-02-02,Adoption,Dog,Spayed Female,Whitish,180
24910,A695228,2015-01-30,Adoption,Cat,Spayed Female,Other,90
24911,A676596,2014-04-18,Adoption,Cat,Spayed Female,Other,365
24912,A687570,2014-09-13,Transfer,Cat,Neutered Male,Blueish,1095
24913,A716669,2015-11-26,Transfer,Dog,Spayed Female,Blackish,365
24914,A676903,2014-04-16,Transfer,Cat,Intact Male,Brownish,7
24915,A701701,2015-05-21,Transfer,Dog,Intact Male,Other,150
24916,A680667,2014-08-30,Adoption,Dog,Neutered Male,Blueish,365
24917,A676726,2014-07-12,Adoption,Cat,Spayed Female,Other,60
24918,A670578,2014-01-14,Euthanasia,Cat,Intact Female,Brownish,1825
24919,A680832,2014-06-12,Transfer,Cat,Spayed Female,Whitish,3285
24920,A680489,2014-07-12,Adoption,Cat,Spayed Female,Other,90
24921,A699707,2015-04-08,Transfer,Dog,Spayed Female,Other,730
24922,A696786,2015-02-16,Adoption,Dog,Spayed Female,Whitish,1095
24923,A704330,2015-06-09,Adoption,Dog,Spayed Female,Brownish,60
24924,A709627,2015-08-12,Transfer,Cat,Intact Female,Blueish,240
24925,A689466,2014-10-08,Adoption,Dog,Neutered Male,Blackish,1460
24926,A718034,2015-12-25,Transfer,Cat,Neutered Male,Brownish,2190
24927,A647113,2014-05-27,Adoption,Dog,Spayed Female,Whitish,1825
24928,A704359,2015-07-01,Adoption,Cat,Neutered Male,Orangeish,60
24929,A716999,2015-12-07,Adoption,Dog,Spayed Female,Blueish,150
24930,A700596,2015-05-03,Adoption,Cat,Neutered Male,Blueish,365
24931,A676889,2014-04-20,Adoption,Cat,Spayed Female,Blackish,120
24932,A673477,2014-02-26,Transfer,Cat,Intact Female,Brownish,365
24933,A687853,2014-10-31,Adoption,Dog,Spayed Female,Blackish,730
24934,A700946,2015-05-04,Adoption,Dog,Neutered Male,Other,365
24935,A688402,2014-09-27,Transfer,Cat,Intact Male,Blackish,28
24936,A718474,2015-12-31,Return_to_owner,Dog,Neutered Male,Brownish,2920
24937,A680320,2014-06-01,Euthanasia,Cat,Unknown,Blackish,30
24938,A696572,2015-06-17,Adoption,Dog,Spayed Female,Other,365
24939,A695997,2015-02-01,Adoption,Dog,Spayed Female,Brownish,730
24940,A686702,2014-08-26,Transfer,Cat,Intact Female,Other,150
24941,A666609,2013-11-08,Transfer,Cat,Neutered Male,Blueish,2190
24942,A708198,2015-08-16,Adoption,Dog,Spayed Female,Brownish,1095
24943,A714110,2015-10-25,Adoption,Dog,Neutered Male,Blackish,730
24944,A690720,2014-10-30,Transfer,Dog,Neutered Male,Blackish,365
24945,A669376,2013-12-24,Transfer,Cat,Spayed Female,Other,730
24946,A661612,2013-10-07,Adoption,Dog,Neutered Male,Whitish,90
24947,A710573,2015-08-24,Transfer,Cat,Unknown,Whitish,21
24948,A708986,2015-08-09,Transfer,Cat,Intact Female,Brownish,240
24949,A698823,2015-03-22,Adoption,Dog,Spayed Female,Other,120
24950,A681214,2014-08-06,Transfer,Dog,Spayed Female,Blueish,1460
24951,A717875,2015-12-23,Adoption,Dog,Neutered Male,Whitish,365
24952,A684829,2014-07-30,Transfer,Cat,Intact Female,Other,120
24953,A662195,2013-10-10,Transfer,Cat,Spayed Female,Brownish,730
24954,A675070,2014-03-22,Return_to_owner,Cat,Spayed Female,Blackish,1460
24955,A683757,2014-08-02,Adoption,Dog,Spayed Female,Whitish,210
24956,A703573,2015-06-29,Adoption,Cat,Spayed Female,Other,60
24957,A703747,2015-06-29,Transfer,Cat,Spayed Female,Brownish,1095
24958,A665412,2013-10-22,Adoption,Dog,Neutered Male,Blackish,1825
24959,A711619,2015-09-27,Adoption,Dog,Spayed Female,Brownish,2555
24960,A702864,2015-08-06,Adoption,Cat,Spayed Female,Brownish,730
24961,A681958,2014-07-12,Adoption,Cat,Spayed Female,Blackish,30
24962,A679148,2014-07-17,Adoption,Dog,Spayed Female,Brownish,730
24963,A679690,2014-05-24,Transfer,Dog,Intact Male,Other,60
24964,A675494,2014-09-05,Transfer,Dog,Neutered Male,Blackish,730
24965,A687081,2014-09-04,Return_to_owner,Dog,Neutered Male,Other,90
24966,A678792,2014-05-13,Transfer,Cat,Intact Female,Blackish,1095
24967,A690552,2014-10-24,Transfer,Cat,Intact Male,Brownish,365
24968,A530793,2014-04-17,Transfer,Cat,Neutered Male,Blueish,2190
24969,A713955,2015-10-29,Transfer,Cat,Neutered Male,Brownish,730
24970,A679780,2014-05-27,Transfer,Cat,Intact Female,Other,28
24971,A684420,2015-01-04,Transfer,Dog,Neutered Male,Whitish,1095
24972,A687030,2014-08-30,Transfer,Cat,Intact Female,Blueish,21
24973,A697868,2015-03-03,Return_to_owner,Dog,Intact Female,Brownish,3650
24974,A678961,2014-05-14,Transfer,Cat,Intact Male,Blackish,21
24975,A692159,2014-12-21,Adoption,Dog,Spayed Female,Blackish,270
24976,A702555,2015-06-13,Adoption,Dog,Spayed Female,Other,60
24977,A699938,2015-05-19,Return_to_owner,Dog,Neutered Male,Brownish,730
24978,A665356,2013-10-21,Transfer,Dog,Spayed Female,Brownish,300
24979,A713017,2015-10-11,Transfer,Cat,Intact Male,Blueish,30
24980,A667475,2013-12-17,Adoption,Cat,Spayed Female,Brownish,1825
24981,A674127,2014-03-13,Transfer,Dog,Spayed Female,Blackish,365
24982,A699135,2015-03-26,Transfer,Dog,Intact Male,Blackish,240
24983,A692051,2014-11-15,Return_to_owner,Cat,Neutered Male,Orangeish,4380
24984,A696846,2015-02-13,Return_to_owner,Dog,Intact Male,Blackish,300
24985,A638520,2013-11-08,Return_to_owner,Dog,Neutered Male,Whitish,1460
24986,A718377,2016-01-02,Transfer,Dog,Intact Female,Brownish,4380
24987,A666725,2013-11-11,Adoption,Dog,Neutered Male,Whitish,60
24988,A680527,2014-07-02,Euthanasia,Dog,Neutered Male,Blackish,365
24989,A664043,2013-10-05,Transfer,Dog,Intact Female,Whitish,120
24990,A668200,2014-08-12,Return_to_owner,Dog,Neutered Male,Brownish,365
24991,A680837,2014-06-11,Transfer,Cat,Intact Female,Blackish,365
24992,A719641,2016-01-28,Adoption,Cat,Neutered Male,Brownish,60
24993,A689252,2014-10-14,Transfer,Cat,Spayed Female,Other,730
24994,A569886,2014-05-09,Return_to_owner,Dog,Spayed Female,Blackish,2190
24995,A709811,2015-08-13,Transfer,Dog,Intact Male,Blackish,1095
24996,A686616,2014-08-28,Euthanasia,Dog,Intact Male,Brownish,1825
24997,A713381,2015-10-09,Adoption,Cat,Neutered Male,Brownish,60
24998,A694641,2015-01-03,Return_to_owner,Dog,Spayed Female,Brownish,4015
24999,A691189,2014-11-14,Adoption,Dog,Neutered Male,Blackish,365
25000,A686010,2014-11-03,Return_to_owner,Dog,Intact Male,Other,240
25001,A619903,2014-08-20,Transfer,Cat,Neutered Male,Blackish,730
25002,A677254,2014-05-17,Adoption,Dog,Neutered Male,Other,1095
25003,A667127,2013-11-20,Transfer,Dog,Intact Male,Blueish,1825
25004,A697839,2015-05-05,Adoption,Cat,Spayed Female,Blackish,60
25005,A713633,2015-10-13,Adoption,Dog,Neutered Male,Other,60
25006,A711847,2015-11-07,Adoption,Cat,Neutered Male,Brownish,60
25007,A698685,2015-03-24,Adoption,Dog,Spayed Female,Brownish,90
25008,A710965,2015-08-31,Transfer,Cat,Intact Female,Other,21
25009,A669858,2014-07-27,Adoption,Dog,Spayed Female,Whitish,1095
25010,A697258,2015-02-24,Adoption,Dog,Neutered Male,Brownish,365
25011,A665183,2015-04-12,Return_to_owner,Dog,Neutered Male,Brownish,730
25012,A720014,2016-02-07,Transfer,Dog,Intact Male,Brownish,300
25013,A697846,2015-03-05,Transfer,Dog,Intact Male,Blackish,60
25014,A703384,2015-06-25,Adoption,Cat,Spayed Female,Other,60
25015,A683708,2014-08-11,Adoption,Cat,Neutered Male,Whitish,60
25016,A666645,2013-11-11,Transfer,Cat,Spayed Female,Other,1460
25017,A698749,2015-03-19,Adoption,Dog,Spayed Female,Whitish,1095
25018,A676268,2014-04-12,Adoption,Dog,Neutered Male,Brownish,365
25019,A524634,2015-06-24,Adoption,Dog,Spayed Female,Blueish,2920
25020,A719788,2016-02-06,Adoption,Dog,Neutered Male,Blueish,365
25021,A712718,2015-10-19,Transfer,Cat,Spayed Female,Orangeish,365
25022,A693676,2014-12-13,Transfer,Cat,Intact Female,Blueish,365
25023,A704811,2015-06-09,Transfer,Cat,Unknown,Blackish,21
25024,A706777,2015-07-21,Adoption,Cat,Neutered Male,Blackish,60
25025,A710418,2015-09-17,Adoption,Dog,Spayed Female,Other,3285
25026,A694739,2015-01-12,Euthanasia,Dog,Intact Male,Whitish,1095
25027,A674575,2014-05-09,Return_to_owner,Dog,Neutered Male,Blackish,1095
25028,A712012,2015-12-19,Adoption,Cat,Spayed Female,Blackish,120
25029,A711560,2015-10-05,Transfer,Dog,Spayed Female,Blackish,3650
25030,A714271,2015-10-29,Transfer,Cat,Neutered Male,Brownish,120
25031,A651992,2014-03-19,Return_to_owner,Cat,Spayed Female,Blackish,1825
25032,A674350,2014-03-14,Adoption,Dog,Spayed Female,Brownish,180
25033,A694283,2015-06-06,Adoption,Dog,Spayed Female,Brownish,365
25034,A682911,2014-10-19,Adoption,Cat,Spayed Female,Brownish,90
25035,A665668,2014-03-19,Adoption,Cat,Neutered Male,Whitish,3650
25036,A693317,2014-12-05,Return_to_owner,Dog,Neutered Male,Whitish,3650
25037,A715106,2015-11-11,Transfer,Cat,Spayed Female,Blueish,1460
25038,A666509,2013-11-09,Adoption,Dog,Spayed Female,Other,60
25039,A680408,2014-06-09,Transfer,Cat,Intact Female,Orangeish,30
25040,A698982,2015-03-21,Return_to_owner,Dog,Neutered Male,Whitish,1460
25041,A719253,2016-01-16,Transfer,Dog,Unknown,Whitish,7
25042,A690901,2014-11-20,Adoption,Cat,Spayed Female,Whitish,60
25043,A715246,2015-11-03,Return_to_owner,Dog,Intact Male,Brownish,2190
25044,A703923,2015-06-01,Adoption,Cat,Spayed Female,Blackish,60
25045,A625823,2014-10-15,Return_to_owner,Dog,Spayed Female,Whitish,1095
25046,A650904,2015-01-12,Adoption,Dog,Neutered Male,Brownish,730
25047,A716052,2015-11-13,Transfer,Cat,Intact Female,Other,21
25048,A704164,2015-06-02,Transfer,Cat,Intact Male,Blackish,21
25049,A712065,2015-10-01,Transfer,Cat,Neutered Male,Blackish,60
25050,A547015,2015-02-10,Transfer,Dog,Neutered Male,Other,2190
25051,A671440,2014-01-24,Transfer,Dog,Intact Male,Brownish,30
25052,A693635,2014-12-20,Return_to_owner,Dog,Spayed Female,Blackish,1095
25053,A677290,2014-04-23,Transfer,Dog,Intact Female,Brownish,60
25054,A685760,2014-08-20,Euthanasia,Dog,Intact Male,Brownish,1095
25055,A704834,2015-06-09,Transfer,Cat,Unknown,Brownish,14
25056,A705777,2015-06-23,Transfer,Cat,Intact Female,Brownish,14
25057,A714149,2015-10-21,Return_to_owner,Dog,Spayed Female,Other,2190
25058,A705894,2015-06-28,Adoption,Dog,Spayed Female,Whitish,730
25059,A687661,2014-09-09,Transfer,Dog,Intact Female,Blackish,60
25060,A696512,2015-02-11,Adoption,Dog,Spayed Female,Brownish,90
25061,A716189,2015-11-20,Transfer,Dog,Intact Male,Blackish,120
25062,A423701,2014-01-08,Return_to_owner,Dog,Spayed Female,Whitish,2920
25063,A668495,2013-12-11,Euthanasia,Dog,Intact Male,Brownish,1095
25064,A704264,2015-06-25,Euthanasia,Dog,Intact Female,Whitish,1825
25065,A708975,2015-08-19,Transfer,Cat,Intact Male,Blackish,14
25066,A688371,2014-10-19,Adoption,Dog,Spayed Female,Other,2555
25067,A697769,2015-03-07,Return_to_owner,Dog,Spayed Female,Blackish,1825
25068,A699757,2015-04-03,Transfer,Cat,Intact Male,Blueish,730
25069,A709061,2015-09-12,Adoption,Dog,Spayed Female,Brownish,90
25070,A675862,2014-10-11,Adoption,Cat,Neutered Male,Orangeish,210
25071,A688378,2014-11-13,Return_to_owner,Dog,Spayed Female,Blackish,300
25072,A690409,2014-10-31,Return_to_owner,Dog,Spayed Female,Blackish,1825
25073,A712534,2015-09-27,Return_to_owner,Dog,Spayed Female,Whitish,365
25074,A703118,2015-05-20,Transfer,Cat,Unknown,Brownish,21
25075,A701710,2015-05-03,Transfer,Cat,Unknown,Other,14
25076,A702739,2015-05-27,Transfer,Dog,Spayed Female,Brownish,180
25077,A716165,2015-11-27,Adoption,Cat,Neutered Male,Brownish,60
25078,A670334,2014-01-10,Transfer,Cat,Intact Male,Brownish,730
25079,A689081,2014-10-04,Adoption,Dog,Spayed Female,Other,240
25080,A716764,2015-12-13,Adoption,Dog,Spayed Female,Blackish,2920
25081,A677914,2014-05-01,Transfer,Cat,Spayed Female,Other,1460
25082,A682543,2014-07-06,Adoption,Dog,Spayed Female,Brownish,730
25083,A688975,2014-09-27,Transfer,Cat,Intact Male,Orangeish,60
25084,A705221,2015-06-21,Return_to_owner,Dog,Neutered Male,Other,365
25085,A665842,2013-11-29,Adoption,Cat,Spayed Female,Blackish,150
25086,A569057,2014-11-03,Return_to_owner,Dog,Spayed Female,Whitish,1825
25087,A666187,2013-11-02,Adoption,Dog,Neutered Male,Other,300
25088,A685197,2014-08-06,Transfer,Cat,Intact Male,Brownish,365
25089,A693417,2014-12-18,Transfer,Cat,Spayed Female,Other,730
25090,A684098,2014-07-26,Adoption,Dog,Neutered Male,Blackish,730
25091,A712302,2015-12-06,Adoption,Cat,Spayed Female,Blueish,60
25092,A685462,2014-08-11,Transfer,Dog,Neutered Male,Blackish,3650
25093,A713001,2015-10-01,Transfer,Cat,Unknown,Whitish,1
25094,A711384,2015-09-17,Return_to_owner,Dog,Neutered Male,Brownish,210
25095,A703567,2015-06-22,Adoption,Dog,Neutered Male,Brownish,730
25096,A667364,2013-11-23,Transfer,Dog,Neutered Male,Other,120
25097,A690877,2014-11-01,Adoption,Dog,Spayed Female,Other,730
25098,A710519,2015-08-28,Adoption,Cat,Neutered Male,Blackish,120
25099,A717178,2015-12-03,Transfer,Dog,Unknown,Whitish,7
25100,A570611,2015-02-22,Euthanasia,Dog,Intact Male,Other,5840
25101,A708357,2015-09-06,Adoption,Cat,Intact Male,Orangeish,60
25102,A665123,2014-02-09,Adoption,Dog,Spayed Female,Other,1825
25103,A712145,2015-09-22,Adoption,Dog,Neutered Male,Other,1095
25104,A667719,2013-12-26,Adoption,Cat,Neutered Male,Brownish,180
25105,A709717,2015-08-21,Adoption,Cat,Intact Female,Brownish,60
25106,A672391,2014-02-11,Return_to_owner,Dog,Neutered Male,Other,1095
25107,A710579,2015-08-24,Transfer,Cat,Intact Male,Whitish,21
25108,A704646,2015-06-26,Adoption,Dog,Spayed Female,Whitish,730
25109,A702329,2015-05-12,Transfer,Cat,Unknown,Whitish,1
25110,A680507,2014-06-07,Adoption,Dog,Neutered Male,Brownish,90
25111,A673395,2014-02-26,Transfer,Cat,Intact Male,Blackish,365
25112,A670769,2014-01-30,Adoption,Dog,Neutered Male,Other,730
25113,A695266,2015-01-12,Return_to_owner,Dog,Intact Male,Blackish,1095
25114,A708616,2015-08-03,Transfer,Dog,Intact Female,Blackish,90
25115,A665391,2013-12-05,Adoption,Cat,Spayed Female,Blueish,365
25116,A707570,2015-08-02,Euthanasia,Dog,Intact Male,Whitish,730
25117,A699736,2015-04-01,Euthanasia,Dog,Spayed Female,Blackish,4380
25118,A678454,2014-06-22,Adoption,Cat,Neutered Male,Blackish,60
25119,A670091,2014-01-19,Adoption,Dog,Neutered Male,Brownish,365
25120,A700706,2015-05-03,Adoption,Cat,Spayed Female,Other,1825
25121,A701998,2015-05-15,Euthanasia,Cat,Neutered Male,Whitish,4380
25122,A689903,2014-11-30,Adoption,Cat,Neutered Male,Blackish,90
25123,A666986,2013-11-17,Transfer,Dog,Spayed Female,Whitish,365
25124,A714765,2015-12-15,Adoption,Cat,Neutered Male,Orangeish,60
25125,A693333,2014-12-09,Euthanasia,Cat,Neutered Male,Blueish,365
25126,A684793,2014-07-28,Transfer,Cat,Intact Female,Other,14
25127,A680227,2014-06-09,Return_to_owner,Dog,Spayed Female,Other,1460
25128,A714478,2015-10-23,Transfer,Dog,Intact Female,Blackish,90
25129,A684424,2014-07-26,Transfer,Cat,Intact Female,Blackish,365
25130,A669750,2014-01-03,Transfer,Cat,Intact Female,Other,365
25131,A711749,2015-09-18,Transfer,Cat,Spayed Female,Other,120
25132,A689917,2014-10-12,Return_to_owner,Dog,Spayed Female,Whitish,4015
25133,A702911,2015-05-25,Transfer,Dog,Spayed Female,Brownish,60
25134,A668150,2013-11-28,Return_to_owner,Dog,Neutered Male,Whitish,1825
25135,A703144,2015-05-25,Adoption,Dog,Neutered Male,Blackish,365
25136,A705364,2015-06-17,Transfer,Cat,Intact Male,Orangeish,365
25137,A707019,2015-07-16,Adoption,Cat,Neutered Male,Brownish,60
25138,A687995,2014-09-13,Euthanasia,Cat,Intact Male,Orangeish,365
25139,A703053,2015-05-24,Adoption,Dog,Neutered Male,Brownish,365
25140,A666627,2013-11-09,Transfer,Dog,Spayed Female,Other,1460
25141,A668465,2013-12-15,Return_to_owner,Dog,Neutered Male,Brownish,730
25142,A715905,2015-11-12,Return_to_owner,Dog,Intact Female,Blackish,30
25143,A702793,2015-05-23,Transfer,Dog,Intact Female,Whitish,365
25144,A703906,2015-06-02,Adoption,Cat,Spayed Female,Other,180
25145,A664090,2013-10-04,Adoption,Dog,Spayed Female,Brownish,2190
25146,A682484,2014-06-28,Transfer,Cat,Intact Female,Other,365
25147,A692530,2014-11-23,Died,Cat,Intact Female,Orangeish,14
25148,A689988,2014-10-12,Euthanasia,Dog,Intact Male,Brownish,3650
25149,A705797,2015-07-17,Adoption,Dog,Neutered Male,Brownish,1095
25150,A685688,2014-08-18,Adoption,Cat,Spayed Female,Other,60
25151,A632070,2015-01-29,Return_to_owner,Dog,Spayed Female,Whitish,2920
25152,A681015,2014-06-15,Transfer,Cat,Neutered Male,Blackish,60
25153,A705458,2015-07-22,Adoption,Cat,Spayed Female,Blackish,60
25154,A690887,2014-11-02,Adoption,Dog,Neutered Male,Blackish,365
25155,A704404,2015-07-02,Adoption,Cat,Neutered Male,Brownish,60
25156,A610475,2014-07-20,Adoption,Dog,Neutered Male,Whitish,2555
25157,A686327,2014-08-20,Transfer,Cat,Intact Female,Blackish,28
25158,A667950,2013-12-28,Adoption,Dog,Spayed Female,Blueish,3285
25159,A678492,2014-05-09,Transfer,Cat,Intact Male,Other,21
25160,A674769,2014-03-21,Adoption,Dog,Neutered Male,Blueish,210
25161,A667689,2013-12-31,Transfer,Dog,Neutered Male,Other,1825
25162,A703972,2015-05-31,Return_to_owner,Dog,Spayed Female,Other,1095
25163,A705992,2015-06-23,Transfer,Cat,Unknown,Blackish,14
25164,A668189,2013-12-13,Transfer,Dog,Neutered Male,Whitish,730
25165,A687088,2014-09-22,Adoption,Cat,Spayed Female,Blackish,60
25166,A693923,2014-12-17,Return_to_owner,Dog,Spayed Female,Brownish,1825
25167,A688088,2014-09-19,Transfer,Cat,Intact Female,Other,30
25168,A705500,2015-06-23,Adoption,Dog,Spayed Female,Brownish,730
25169,A692085,2014-11-25,Transfer,Cat,Unknown,Blackish,365
25170,A670238,2014-01-05,Transfer,Dog,Unknown,Blueish,2
25171,A685532,2014-08-09,Return_to_owner,Dog,Spayed Female,Other,1460
25172,A703663,2015-05-27,Transfer,Cat,Unknown,Brownish,30
25173,A689722,2014-11-07,Adoption,Dog,Spayed Female,Blackish,120
25174,A681517,2014-07-06,Adoption,Cat,Intact Male,Whitish,60
25175,A714510,2015-10-28,Transfer,Dog,Neutered Male,Whitish,365
25176,A705379,2015-07-10,Adoption,Dog,Spayed Female,Whitish,90
25177,A694327,2015-01-01,Return_to_owner,Dog,Neutered Male,Blackish,4745
25178,A665873,2013-11-15,Transfer,Cat,Intact Female,Other,90
25179,A688663,2014-09-25,Transfer,Dog,Intact Female,Other,90
25180,A713608,2015-11-21,Adoption,Dog,Neutered Male,Blackish,365
25181,A682830,2014-09-14,Adoption,Cat,Neutered Male,Blueish,60
25182,A669296,2013-12-19,Adoption,Cat,Neutered Male,Whitish,1460
25183,A677990,2014-07-12,Adoption,Cat,Neutered Male,Blackish,90
25184,A684254,2015-01-07,Adoption,Dog,Neutered Male,Blackish,3650
25185,A698294,2015-03-17,Return_to_owner,Dog,Neutered Male,Brownish,730
25186,A702573,2015-05-15,Euthanasia,Cat,Neutered Male,Blueish,1095
25187,A706879,2015-07-09,Transfer,Dog,Neutered Male,Blackish,730
25188,A664732,2013-11-03,Adoption,Cat,Spayed Female,Blueish,1095
