,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
24171,A696000,2015-02-11,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue Tabby
24172,A695969,2015-06-27,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
24173,A677841,2014-04-30,Euthanasia,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
24174,A708684,2015-08-03,Transfer,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby/White
24175,A685280,2014-08-05,Transfer,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black/White
24176,A652416,2015-11-13,Return_to_owner,Dog,Neutered Male,5 years,Catahoula Mix,White/Yellow Brindle
24177,A665233,2013-10-15,Transfer,Dog,Intact Female,1 month,Australian Kelpie Mix,Tricolor
24178,A720638,2016-02-18,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown
24179,A673330,2014-03-10,Transfer,Dog,Neutered Male,3 years,Yorkshire Terrier/Border Terrier,Gray/Tan
24180,A681403,2014-07-13,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White
24181,A692394,2015-03-01,Adoption,Dog,Neutered Male,2 years,German Shepherd/Black Mouth Cur,Brown/White
24182,A670598,2014-01-18,Adoption,Dog,Neutered Male,1 year,Harrier Mix,Tricolor
24183,A668674,2013-12-27,Euthanasia,Dog,Neutered Male,8 months,Labrador Retriever Mix,Brown/White
24184,A701157,2015-04-24,Transfer,Cat,Intact Female,2 weeks,Siamese Mix,Lynx Point
24185,A669861,2014-01-21,Transfer,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
24186,A678132,2014-07-11,Adoption,Dog,Spayed Female,7 years,Collie Rough/Chinese Sharpei,Brown/Black
24187,A679029,2014-05-15,Euthanasia,Dog,Intact Male,10 months,Chihuahua Longhair/Cairn Terrier,Black/Tan
24188,A668627,2013-12-14,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor
24189,A679985,2014-06-10,Transfer,Dog,Intact Female,8 years,Pit Bull Mix,White/Tan
24190,A690789,2014-11-16,Adoption,Dog,Neutered Male,2 years,Siberian Husky Mix,Brown/White
24191,A716348,2015-11-18,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
24192,A692835,2015-05-05,Adoption,Dog,Spayed Female,2 years,Beagle Mix,Black Brindle/White
24193,A684711,2014-08-02,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tiger
24194,A699518,2015-04-05,Transfer,Dog,Neutered Male,4 years,Pit Bull Mix,Fawn
24195,A715083,2015-11-03,Return_to_owner,Dog,Spayed Female,6 months,Cairn Terrier Mix,Brown/Black
24196,A702676,2015-12-27,Transfer,Dog,Spayed Female,9 months,Australian Cattle Dog Mix,Tricolor
24197,A642905,2014-03-04,Transfer,Cat,Neutered Male,9 years,Siamese Mix,Flame Point
24198,A705171,2015-06-14,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
24199,A669185,2013-12-18,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White
24200,A702972,2015-08-15,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
24201,A694532,2015-01-03,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby/White
24202,A712337,2016-02-10,Transfer,Dog,Neutered Male,2 years,Australian Cattle Dog/Staffordshire,Black/White
24203,A679456,2014-05-29,Adoption,Cat,Neutered Male,2 months,Manx Mix,Blue Tabby
24204,A699599,2015-03-30,Return_to_owner,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black
24205,A680404,2014-06-08,Adoption,Dog,Neutered Male,6 months,Labrador Retriever/Australian Kelpie,Tricolor
24206,A673490,2014-03-01,Adoption,Dog,Neutered Male,7 months,Chihuahua Shorthair Mix,Black/Brown
24207,A710633,2015-09-01,Return_to_owner,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
24208,A705621,2015-06-24,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie/White
24209,A672255,2014-03-07,Transfer,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
24210,A705434,2015-07-10,Adoption,Dog,Spayed Female,2 months,Dachshund Mix,Tricolor
24211,A623561,2015-11-02,Return_to_owner,Dog,Neutered Male,6 years,Pit Bull Mix,Blue/White
24212,A678067,2014-05-05,Adoption,Dog,Neutered Male,6 years,Dachshund/Havanese,Tan/White
24213,A595426,2015-10-20,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown
24214,A696501,2015-05-18,Transfer,Dog,Neutered Male,4 years,Pit Bull Mix,Red/White
24215,A703653,2015-06-20,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
24216,A668098,2013-12-30,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
24217,A674570,2014-04-09,Adoption,Dog,Spayed Female,1 year,Great Pyrenees/Border Collie,White/Black
24218,A695076,2015-01-15,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
24219,A704695,2015-06-15,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
24220,A664491,2013-10-10,Died,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
24221,A677774,2014-04-29,Transfer,Cat,Intact Female,6 days,Domestic Shorthair Mix,Orange Tabby
24222,A686614,2014-08-29,Transfer,Dog,Intact Male,3 years,Greater Swiss Mountain Dog Mix,Tricolor
24223,A695260,2015-01-16,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
24224,A705998,2015-07-03,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
24225,A703978,2015-06-01,Return_to_owner,Dog,Neutered Male,5 years,Standard Schnauzer Mix,Black/White
24226,A676292,2014-04-08,Transfer,Dog,Intact Male,5 months,Miniature Pinscher/Chihuahua Shorthair,Black/Tan
24227,A688366,2014-09-22,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
24228,A717671,2015-12-15,Return_to_owner,Dog,Intact Male,13 years,Toy Poodle Mix,Gray/White
24229,A498735,2015-03-28,Return_to_owner,Dog,Spayed Female,8 years,Miniature Schnauzer Mix,Black/Gray
24230,A688472,2014-11-18,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
24231,A714181,2015-11-02,Transfer,Dog,Spayed Female,10 months,Australian Cattle Dog/Labrador Retriever,Tan/White
24232,A704244,2015-06-03,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
24233,A715132,2015-11-01,Transfer,Cat,Intact Female,1 year,Siamese Mix,Lynx Point/White
24234,A684103,2014-07-19,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Cream/Orange
24235,A681232,2014-06-20,Transfer,Dog,Spayed Female,2 years,Queensland Heeler Mix,Blue Merle/Black
24236,A687918,2014-12-07,Adoption,Cat,Neutered Male,3 months,Domestic Longhair Mix,Black
24237,A697287,2015-02-26,Adoption,Dog,Spayed Female,6 months,Blue Lacy Mix,Blue/White
24238,A609889,2015-05-25,Return_to_owner,Dog,Spayed Female,3 years,Yorkshire Terrier/Chihuahua Longhair,Tricolor
24239,A712044,2015-09-22,Adoption,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Red/Black
24240,A670646,2014-01-15,Return_to_owner,Dog,Spayed Female,2 months,Bernese Mountain Dog Mix,Black/White
24241,A671291,2014-01-22,Return_to_owner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
24242,A708534,2015-08-01,Transfer,Dog,Intact Male,3 weeks,Pit Bull Mix,Brown/White
24243,A672607,2014-02-13,Return_to_owner,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
24244,A713165,2015-10-31,Died,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
24245,A640235,2015-07-30,Return_to_owner,Dog,Spayed Female,4 years,Miniature Poodle Mix,White
24246,A719496,2016-01-22,Transfer,Dog,Intact Female,2 months,Shih Tzu Mix,White/Brown
24247,A662220,2013-10-25,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie Point
24248,A719618,2016-01-24,Return_to_owner,Dog,Spayed Female,1 year,Siberian Husky Mix,Red
24249,A706092,2015-06-24,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue/White
24250,A707685,2015-08-21,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
24251,A715097,2015-10-31,Return_to_owner,Dog,Spayed Female,6 years,Labrador Retriever Mix,White
24252,A717316,2015-12-28,Adoption,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown
24253,A681193,2014-06-19,Transfer,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White
24254,A718787,2016-01-12,Adoption,Dog,Neutered Male,2 years,Pomeranian Mix,Red/White
24255,A690778,2014-10-26,Return_to_owner,Dog,Neutered Male,11 months,Dachshund/Chihuahua Shorthair,Black/Tan
24256,A670807,2014-01-16,Return_to_owner,Dog,Neutered Male,3 years,Toy Poodle Mix,Silver/Chocolate
24257,A708703,2015-08-02,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Yellow
24258,A680609,2014-07-07,Adoption,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,White/Tan
24259,A696485,2015-02-12,Adoption,Dog,Spayed Female,9 months,Blue Lacy Mix,Blue/White
24260,A687689,2015-12-06,Adoption,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown
24261,A695348,2015-01-22,Return_to_owner,Dog,Neutered Male,7 years,Dachshund,Brown/Black
24262,A706953,2015-07-06,Euthanasia,Dog,Intact Female,6 months,Labrador Retriever Mix,Yellow
24263,A668563,2013-12-10,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
24264,A696931,2015-05-09,Transfer,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
24265,A709261,2015-08-15,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
24266,A626951,2013-10-19,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
24267,A698849,2015-05-16,Adoption,Dog,Neutered Male,3 months,Redbone Hound Mix,Sable/Red
24268,A691610,2014-11-08,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black
24269,A679369,2014-05-20,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
24270,A682517,2014-07-01,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Black/Black Brindle
24271,A706165,2015-06-26,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
24272,A690586,2014-10-26,Adoption,Dog,Spayed Female,5 years,Chihuahua Longhair Mix,White
24273,A686218,2014-08-18,Euthanasia,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie/White
24274,A695585,2015-04-21,Transfer,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Tan/Black
24275,A688414,2014-09-26,Transfer,Dog,Neutered Male,8 years,Lhasa Apso,Buff
24276,A691870,2014-11-21,Transfer,Dog,Neutered Male,7 years,Australian Cattle Dog Mix,Blue Merle/White
24277,A677001,2014-10-19,Euthanasia,Dog,Neutered Male,1 year,Pit Bull Mix,Brown
24278,A673424,2014-02-24,Return_to_owner,Dog,Neutered Male,12 years,Border Collie Mix,White/Black
24279,A708200,2015-07-24,Transfer,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue
24280,A665234,2013-10-16,Return_to_owner,Dog,Spayed Female,1 year,Alaskan Husky Mix,White
24281,A692879,2015-03-24,Return_to_owner,Dog,Neutered Male,3 years,English Bulldog,White/Black
24282,A687730,2014-09-09,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
24283,A707177,2015-07-14,Transfer,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Black/White
24284,A709881,2015-08-15,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico
24285,A679426,2014-05-31,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/Brown
24286,A709340,2015-08-07,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
24287,A710659,2015-09-05,Adoption,Dog,Spayed Female,2 years,Cairn Terrier,White/Black
24288,A666587,2013-12-09,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
24289,A712158,2015-09-22,Transfer,Dog,Neutered Male,4 years,Basset Hound Mix,White/Red
24290,A685517,2014-08-09,Return_to_owner,Dog,Intact Male,15 years,Miniature Poodle Mix,Gray
24291,A685730,2014-08-17,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
24292,A678991,2014-05-15,Transfer,Cat,Intact Male,4 days,Domestic Medium Hair Mix,Black
24293,A705624,2015-06-19,Transfer,Dog,Unknown,1 month,Boxer Mix,Black
24294,A673447,2014-03-25,Return_to_owner,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Tortie
24295,A711688,2015-09-10,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby
24296,A697244,2015-02-20,Return_to_owner,Dog,Intact Male,1 year,Chow Chow Mix,Red/Black
24297,A677426,2014-07-14,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
24298,A697780,2015-04-17,Return_to_owner,Dog,Neutered Male,3 years,Boxer/Pit Bull,Brown Brindle/White
24299,A719983,2016-02-15,Adoption,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan
24300,A695240,2015-01-11,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever,Black
24301,A711664,2015-09-19,Transfer,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
24302,A707869,2015-07-19,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
24303,A663967,2014-01-15,Adoption,Dog,Spayed Female,4 months,American Bulldog Mix,White/Brown Brindle
24304,A708753,2015-08-04,Euthanasia,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
24305,A686019,2015-12-10,Return_to_owner,Dog,Neutered Male,2 years,Australian Cattle Dog/Border Collie,Blue/Black
24306,A677092,2014-06-16,Adoption,Cat,Neutered Male,1 month,Siamese,Lynx Point
24307,A711574,2015-10-11,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
24308,A668078,2014-01-11,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
24309,A689525,2014-10-15,Adoption,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White
24310,A702950,2015-05-19,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Gray/White
24311,A689519,2014-10-23,Transfer,Dog,Intact Female,1 year,Shih Tzu,Black/White
24312,A686649,2014-09-09,Transfer,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
24313,A716346,2015-11-22,Transfer,Dog,Neutered Male,7 months,Australian Cattle Dog/Bull Terrier,Red/White
24314,A695206,2015-04-11,Adoption,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
24315,A676604,2014-04-20,Adoption,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Black
24316,A712574,2015-11-10,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie/White
24317,A665604,2014-02-20,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
24318,A674774,2014-03-19,Return_to_owner,Dog,Neutered Male,6 years,German Shepherd/Labrador Retriever,Brown/Black
24319,A709803,2015-08-13,Euthanasia,Dog,Intact Female,16 years,Shih Tzu Mix,Black
24320,A666484,2013-11-02,Transfer,Dog,Intact Male,3 months,Border Collie Mix,Black/White
24321,A710135,2015-08-19,Transfer,Cat,Spayed Female,2 years,Domestic Longhair Mix,Blue
24322,A672177,2014-02-09,Adoption,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Black
24323,A718078,2015-12-21,Return_to_owner,Dog,Intact Male,13 years,Chow Chow/Chinese Sharpei,Tan
24324,A700881,2015-04-25,Adoption,Dog,Spayed Female,3 years,Great Pyrenees Mix,White
24325,A694009,2014-12-20,Return_to_owner,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black
24326,A679869,2014-06-20,Adoption,Dog,Spayed Female,7 years,Beagle Mix,Black/Tan
24327,A674991,2014-03-21,Transfer,Dog,Spayed Female,4 years,Pug/Beagle,Tan
24329,A705805,2015-06-24,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
24330,A692251,2014-11-25,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue
24331,A666536,2013-11-05,Euthanasia,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
24332,A660676,2015-01-18,Adoption,Dog,Spayed Female,3 years,German Shepherd Mix,Sable
24333,A707132,2015-07-28,Adoption,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
24334,A678673,2014-05-17,Transfer,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
24335,A686077,2014-08-17,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
24336,A694219,2014-12-28,Adoption,Dog,Neutered Male,1 year,Beagle/Labrador Retriever,White/Tan
24337,A718776,2016-01-20,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/White
24338,A305112,2014-04-05,Return_to_owner,Dog,Spayed Female,11 years,Rat Terrier,White/Brown
24339,A680875,2014-06-09,Return_to_owner,Dog,Intact Female,13 years,Chihuahua Shorthair Mix,Tan
24340,A684082,2014-07-30,Return_to_owner,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/Black
24341,A669561,2013-12-23,Euthanasia,Dog,Intact Male,5 years,Doberman Pinsch Mix,Red/Tan
24342,A679189,2014-05-19,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black/White
24343,A698303,2015-03-14,Adoption,Cat,Neutered Male,5 years,Siamese Mix,Cream Tabby
24344,A675541,2014-08-20,Transfer,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
24345,A674921,2014-03-24,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
24346,A559229,2015-12-01,Return_to_owner,Dog,Neutered Male,8 years,Labrador Retriever/Rottweiler,Chocolate/Tan
24347,A682420,2014-07-12,Adoption,Dog,Spayed Female,3 years,Blue Lacy Mix,Fawn
24348,A678111,2014-05-04,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue
24349,A706326,2015-07-18,Adoption,Dog,Spayed Female,1 year,Rat Terrier Mix,Brown
24350,A672858,2014-02-25,Transfer,Dog,Spayed Female,5 months,Boxer Mix,Black/White
24351,A713517,2015-12-21,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
24352,A691902,2014-11-12,Euthanasia,Dog,Intact Female,1 year,Labrador Retriever/Greyhound,Tan
24353,A588953,2013-12-14,Adoption,Dog,Neutered Male,7 years,American Bulldog,Black/White
24354,A687376,2014-09-08,Adoption,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Black/White
24355,A697789,2015-04-24,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue
24356,A618106,2016-01-13,Return_to_owner,Dog,Neutered Male,5 years,Beagle,Tricolor
24357,A684925,2014-08-10,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
24358,A696879,2015-02-13,Transfer,Dog,Intact Female,2 months,Bruss Griffon Mix,Brown
24359,A704006,2015-06-09,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
24360,A699773,2015-04-02,Transfer,Dog,Intact Male,1 month,Australian Shepherd/Anatol Shepherd,Blue Merle
24361,A720106,2016-02-02,Transfer,Dog,Intact Female,2 months,Cairn Terrier Mix,Black/Tan
24362,A674455,2014-03-22,Euthanasia,Dog,Spayed Female,3 years,Australian Cattle Dog/Labrador Retriever,Tan
24363,A708067,2015-07-22,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
24364,A707821,2015-08-15,Adoption,Dog,Neutered Male,3 years,Bruss Griffon Mix,Buff
24365,A684916,2014-08-28,Adoption,Dog,Neutered Male,1 year,Pointer/Jack Russell Terrier,White/Black
24366,A710832,2015-09-04,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
24367,A677868,2014-06-20,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,White/Chocolate
24368,A712141,2015-09-18,Transfer,Cat,Unknown,6 days,Domestic Medium Hair Mix,Black/White
24369,A651568,2014-11-05,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/Blue Cream
24370,A706441,2015-12-22,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Tricolor
24371,A697296,2015-03-01,Transfer,Dog,Spayed Female,1 year,Australian Shepherd Mix,Tan/White
24372,A719758,2016-01-28,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
24373,A698641,2015-03-15,Euthanasia,Dog,Neutered Male,10 years,Pit Bull Mix,Brown Brindle/White
24374,A684693,2014-07-31,Adoption,Dog,Neutered Male,4 months,Manchester Terrier Mix,Black/Tan
24375,A676259,2014-04-23,Adoption,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,White/Brown
24376,A707292,2015-08-14,Adoption,Dog,Spayed Female,2 months,Chihuahua Longhair Mix,Tricolor/Brown
24377,A710490,2015-08-24,Euthanasia,Cat,Intact Male,3 months,Siamese Mix,Lynx Point
24378,A708158,2015-07-27,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
24379,A703664,2015-05-27,Euthanasia,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
24380,A686142,2015-03-25,Return_to_owner,Dog,Neutered Male,10 months,Great Dane/Labrador Retriever,Black/White
24381,A701681,2015-05-03,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Orange Tabby
24382,A681974,2014-06-23,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,White/Brown Tabby
24383,A671167,2014-02-16,Adoption,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black/White
24384,A709220,2015-10-18,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
24385,A693191,2014-12-13,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
24386,A699452,2015-04-06,Adoption,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,White/Black
24387,A677793,2014-07-13,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
24388,A670789,2014-01-15,Transfer,Cat,Intact Male,8 months,Domestic Longhair Mix,Orange Tabby
24389,A700198,2015-04-11,Adoption,Cat,Neutered Male,7 months,Siamese Mix,Flame Point
24390,A691866,2014-11-25,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Blue Tabby
